"ID"	"IRI"	"PreferredTerm"	"Description"	"Code"
"urn:miriam:orphanet:364033"	"urn:miriam:orphanet:Orphanet_364033"	"Systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood"	"Systemic Epstein-Barr virus (EBV)-positive T-cell lymphoproliferative disease of childhood is a rare and very aggressive neoplastic disease emerging after a primary acute or chronic active EBV infection. It presents with persisting fever and malaise, hepatosplenomegaly with or without lymphadenopathy, liver failure, severe pancytopenia and a rapid progression towards multi-organ failure and hemophagocytic syndrome with a fatal issue. It is characterized by clonal proliferation of EBV-infected T cells with an activated cytotoxic phenotype."	"364033"
"urn:miriam:orphanet:364039"	"urn:miriam:orphanet:Orphanet_364039"	"Hydroa vacciniforme-like lymphoma"	"Hydroa vacciniforme-like lymphoma is a very rare Epstein-Barr virus-associated malignant lymphoproliferative disorder characterized by a chronic, recurrent, vesiculopapular rash, which subsequently ulcerates and scars, located mainly on sun-exposed areas and which is associated with systemic manifestations, such as fever, weight loss, asthenia, facial edema, arthralgia, lymphadenopathy, hepatosplenomegaly and/or increased liver enzymes. Hypersensitivity to mosquito bites has been associated and an increased risk of developing systemic lymphoma has been reported."	"364039"
"urn:miriam:orphanet:364043"	"urn:miriam:orphanet:Orphanet_364043"	"ALK-positive large B-cell lymphoma"	"Anaplastic lymphoma kinase (ALK)-positive diffuse large B-cell lymphoma is a very rare variant of diffuse large B-cell lymphoma (DLBCL; see this term) mainly affecting middle-aged immunocompetent men and characterized by a consistent primary involvement of lymph nodes (mainly in the cervical and mediastinum lymph nodes) and with infrequent extra nodal involvement of the bone marrow and other extra-nodal sites (head and neck region, liver, spleen, and gastrointestinal tract). It has an aggressive disease course, and is associated with a poor prognosis."	"364043"
"urn:miriam:orphanet:364055"	"urn:miriam:orphanet:Orphanet_364055"	"Severe early-childhood-onset retinal dystrophy"	"Severe early childhood onset retinal dystrophy (SECORD) is an inherited retinal dystrophy characterized by a severe congenital night blindness, progressive retinal dystrophy and nystagmus. Best corrected visual acuity can reach 0.3 in the first decade of life and can pertain well into the second decade of life. Blindness is often complete by the age of 30 years."	"364055"
"urn:miriam:orphanet:364063"	"urn:miriam:orphanet:Orphanet_364063"	"Infantile epileptic-dyskinetic encephalopathy"	"Infantile epileptic-dyskinetic encephalopathy is a monogenic disease with epilepsy characterized by developmental delay and infantile spasms in the first months of life, followed by chorea and generalized dystonia and progressing to quadriplegic dyskinesia, recurrent status dystonicus, intractable focal epilepsy and severe intellectual disability."	"364063"
"urn:miriam:orphanet:36412"	"urn:miriam:orphanet:Orphanet_36412"	"Hypocomplementemic urticarial vasculitis"	"Hypocomplementemic urticarial vasculitis (HUV) is an immune complex-mediated small vessel vasculitis characterized by urticaria and hypocomplementemia (low C1q with or without low C3 and C4), and usually associated with circulating anti-C1q autoantibodies. Arthritis, pulmonary disease, ocular inflammation, and glomerulonephritis are common systemic manifestations."	"36412"
"urn:miriam:orphanet:36414"	"urn:miriam:orphanet:Orphanet_36414"	"OBSOLETE: Brain stem tumor"		"36414"
"urn:miriam:orphanet:364198"	"urn:miriam:orphanet:Orphanet_364198"	"Bipartite talus"	"Bipartite talus is a rare, genetic bone disorder characterized by the presence of two non-fused talar bone fragments, with the posterior fragment located at the level of the posterior talar process. Patients may present with foot and/or ankle pain (exercise-induced or not), repetitive ankle sprains, chronic ankle ligamentous laxity, restricted ankle motion (i.e. plantar flexion, eversion, and inversion), and mild swelling."	"364198"
"urn:miriam:orphanet:36426"	"urn:miriam:orphanet:Orphanet_36426"	"Stevens-Johnson syndrome"	"Stevens-Johnson syndrome is a limited form of toxic epidermal necrolysis (see this term) characterized by destruction and detachment of the skin epithelium and mucous membranes involving less than 10% of the body surface area."	"36426"
"urn:miriam:orphanet:364285"	"urn:miriam:orphanet:Orphanet_364285"	"ELMO domain containing 3"		"364285"
"urn:miriam:orphanet:364390"	"urn:miriam:orphanet:Orphanet_364390"	"THO complex 6"		"364390"
"urn:miriam:orphanet:364399"	"urn:miriam:orphanet:Orphanet_364399"	"ceramide synthase 3"		"364399"
"urn:miriam:orphanet:364526"	"urn:miriam:orphanet:Orphanet_364526"	"Primary bone dysplasia"		"364526"
"urn:miriam:orphanet:364531"	"urn:miriam:orphanet:Orphanet_364531"	"Primary bone dysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments"		"364531"
"urn:miriam:orphanet:364536"	"urn:miriam:orphanet:Orphanet_364536"	"Primary bone dysplasia with micromelia"		"364536"
"urn:miriam:orphanet:364541"	"urn:miriam:orphanet:Orphanet_364541"	"Otopalatodigital syndrome spectrum disorder"	"Otopalatodigital syndrome spectrum disorder is a primary bone dysplasia and encompasses a group of congenital anomalies that are characterized by skeletal dysplasia of varying clinical severity and an X linked dominant pattern of inheritance. This group includes otopalatodigital syndrome type 1 and 2 (OPD1, OPD2) which are characterized in affected males by cleft palate, conductive hearing loss, craniofacial abnormalities and skeletal dysplasia; Melnick-Needles syndrome (MNS) which displays skeletal deformities in females and embryonic or perinatal lethality in most males; frontometaphyseal dysplasia (FMD); and terminal osseous dysplasia - pigmentary defects."	"364541"
"urn:miriam:orphanet:364559"	"urn:miriam:orphanet:Orphanet_364559"	"Dysostosis"		"364559"
"urn:miriam:orphanet:364562"	"urn:miriam:orphanet:Orphanet_364562"	"SET binding factor 1"		"364562"
"urn:miriam:orphanet:364568"	"urn:miriam:orphanet:Orphanet_364568"	"Dysostosis with limb anomaly as a major feature"		"364568"
"urn:miriam:orphanet:364571"	"urn:miriam:orphanet:Orphanet_364571"	"Dysostosis with limb and face anomalies as a major feature"		"364571"
"urn:miriam:orphanet:364574"	"urn:miriam:orphanet:Orphanet_364574"	"Acrofacial dysostosis"		"364574"
"urn:miriam:orphanet:364577"	"urn:miriam:orphanet:Orphanet_364577"	"Intellectual disability-brachydactyly-Pierre Robin syndrome"	"Intellectual disability-brachydactyly-Pierre Robin syndrome is a rare developmental defect during embryogenesis syndrome characterized by mild to moderate intellectual disability and phsychomotor delay, Robin sequence (incl. severe micrognathia and soft palate cleft) and distinct dysmorphic facial features (e.g. synophris, short palpebral fissures, hypertelorism, small, low-set, and posteriorly angulated ears, bulbous nose, long/flat philtrum, and bow-shaped upper lip). Skeletal anomalies, such as brachydactyly, clinodactyly, small hands and feet, and oral manifestations (e.g. bifid, short tongue, oligodontia) are also associated. Additional features reported include microcephaly, capillary hemangiomas on face and scalp, ventricular septal defect, corneal clouding, nystagmus and profound sensorineural deafness."	"364577"
"urn:miriam:orphanet:364602"	"urn:miriam:orphanet:Orphanet_364602"	"growth differentiation factor 2"		"364602"
"urn:miriam:orphanet:364667"	"urn:miriam:orphanet:Orphanet_364667"	"transmembrane serine protease 4"		"364667"
"urn:miriam:orphanet:364766"	"urn:miriam:orphanet:Orphanet_364766"	"mitochondrially encoded tRNA asparagine"		"364766"
"urn:miriam:orphanet:364789"	"urn:miriam:orphanet:Orphanet_364789"	"Fos proto-oncogene, AP-1 transcription factor subunit"		"364789"
"urn:miriam:orphanet:364799"	"urn:miriam:orphanet:Orphanet_364799"	"fibroblast growth factor 16"		"364799"
"urn:miriam:orphanet:364803"	"urn:miriam:orphanet:Orphanet_364803"	"Rare bone disease related to a common gene or pathway defect"		"364803"
"urn:miriam:orphanet:364817"	"urn:miriam:orphanet:Orphanet_364817"	"Aggrecan-related bone disorder"		"364817"
"urn:miriam:orphanet:364820"	"urn:miriam:orphanet:Orphanet_364820"	"TRPV4-related bone disorder"		"364820"
"urn:miriam:orphanet:364825"	"urn:miriam:orphanet:Orphanet_364825"	"KIAA0319 like"		"364825"
"urn:miriam:orphanet:364833"	"urn:miriam:orphanet:Orphanet_364833"	"JAZF zinc finger 1"		"364833"
"urn:miriam:orphanet:364846"	"urn:miriam:orphanet:Orphanet_364846"	"aspartyl-tRNA synthetase"		"364846"
"urn:miriam:orphanet:365"	"urn:miriam:orphanet:Orphanet_365"	"Glycogen storage disease due to acid maltase deficiency"	"Glycogen storage disease due to acid maltase deficiency (AMD) is an autosomal recessive trait leading to metabolic myopathy that affects cardiac and respiratory muscles in addition to skeletal muscle and other tissues. AMD represents a wide spectrum of clinical presentations caused by an accumulation of glycogen in lysosomes: Glycogen storage disease due to acid maltase deficiency, infantile onset, non-classic infantile onset and adult onset (see these terms). Early onset forms are more severe and often fatal."	"365"
"urn:miriam:orphanet:365084"	"urn:miriam:orphanet:Orphanet_365084"	"chondroitin sulfate synthase 1"		"365084"
"urn:miriam:orphanet:365089"	"urn:miriam:orphanet:Orphanet_365089"	"glutamate ionotropic receptor delta type subunit 2"		"365089"
"urn:miriam:orphanet:365096"	"urn:miriam:orphanet:Orphanet_365096"	"IBA57, iron-sulfur cluster assembly"		"365096"
"urn:miriam:orphanet:365105"	"urn:miriam:orphanet:Orphanet_365105"	"BICD cargo adaptor 2"		"365105"
"urn:miriam:orphanet:365113"	"urn:miriam:orphanet:Orphanet_365113"	"component of oligomeric golgi complex 6"		"365113"
"urn:miriam:orphanet:365118"	"urn:miriam:orphanet:Orphanet_365118"	"adenosine deaminase, tRNA specific 3"		"365118"
"urn:miriam:orphanet:365126"	"urn:miriam:orphanet:Orphanet_365126"	"adenosine A2a receptor"		"365126"
"urn:miriam:orphanet:365130"	"urn:miriam:orphanet:Orphanet_365130"	"CCCTC-binding factor"		"365130"
"urn:miriam:orphanet:365133"	"urn:miriam:orphanet:Orphanet_365133"	"DNA polymerase delta 1, catalytic subunit"		"365133"
"urn:miriam:orphanet:365159"	"urn:miriam:orphanet:Orphanet_365159"	"seryl-tRNA synthetase 2, mitochondrial"		"365159"
"urn:miriam:orphanet:365563"	"urn:miriam:orphanet:Orphanet_365563"	"Primary short bowel syndrome"		"365563"
"urn:miriam:orphanet:365642"	"urn:miriam:orphanet:Orphanet_365642"	"spinocerebellar ataxia 37"		"365642"
"urn:miriam:orphanet:366"	"urn:miriam:orphanet:Orphanet_366"	"Glycogen storage disease due to glycogen debranching enzyme deficiency"	"Glycogen debranching enzyme (GDE) deficiency, or glycogen storage disease type 3 (GSD 3), is a form of glycogen storage disease characterized by severe muscle weakness and hepatopathy."	"366"
"urn:miriam:orphanet:366823"	"urn:miriam:orphanet:Orphanet_366823"	"paired box 5"		"366823"
"urn:miriam:orphanet:367"	"urn:miriam:orphanet:Orphanet_367"	"Glycogen storage disease due to glycogen branching enzyme deficiency"	"Glycogen branching enzyme (GBE) deficiency (Andersen's disease or amylopectinosis), or glycogen storage disease type 4 (GSD4), is a rare and severe form of glycogen storage disease which accounts for approximately 3% of all the glycogen storage diseases (see these terms)."	"367"
"urn:miriam:orphanet:367084"	"urn:miriam:orphanet:Orphanet_367084"	"BUB1 mitotic checkpoint serine/threonine kinase"		"367084"
"urn:miriam:orphanet:367095"	"urn:miriam:orphanet:Orphanet_367095"	"BUB3, mitotic checkpoint protein"		"367095"
"urn:miriam:orphanet:367100"	"urn:miriam:orphanet:Orphanet_367100"	"G protein-coupled receptor 35"		"367100"
"urn:miriam:orphanet:367104"	"urn:miriam:orphanet:Orphanet_367104"	"macrophage stimulating 1"		"367104"
"urn:miriam:orphanet:367619"	"urn:miriam:orphanet:Orphanet_367619"	"cilia and flagella associated protein 298"		"367619"
"urn:miriam:orphanet:367625"	"urn:miriam:orphanet:Orphanet_367625"	"coiled-coil domain containing 65"		"367625"
"urn:miriam:orphanet:367631"	"urn:miriam:orphanet:Orphanet_367631"	"sperm associated antigen 1"		"367631"
"urn:miriam:orphanet:368"	"urn:miriam:orphanet:Orphanet_368"	"Glycogen storage disease due to muscle glycogen phosphorylase deficiency"	"Myophosphorylase deficiency (McArdle's disease), or glycogen storage disease type 5 (GSD5) , is a severe form of glycogen storage disease characterized by exercise intolerance."	"368"
"urn:miriam:orphanet:368101"	"urn:miriam:orphanet:Orphanet_368101"	"ATP/GTP binding protein like 1"		"368101"
"urn:miriam:orphanet:368114"	"urn:miriam:orphanet:Orphanet_368114"	"retinoic acid receptor beta"		"368114"
"urn:miriam:orphanet:368150"	"urn:miriam:orphanet:Orphanet_368150"	"NIMA related kinase 2"		"368150"
"urn:miriam:orphanet:36899"	"urn:miriam:orphanet:Orphanet_36899"	"Myoclonus-dystonia syndrome"	"Myoclonus-dystonia syndrome (MDS) is a rare movement disorder characterized by mild to moderate dystonia along with 'lightning-like' myoclonic jerks."	"36899"
"urn:miriam:orphanet:369"	"urn:miriam:orphanet:Orphanet_369"	"Glycogen storage disease due to liver glycogen phosphorylase deficiency"	"Liver phosphorylase deficiency, or glycogen storage disease type 6b (Hers' disease, GSD 6b) is a benign and rare form of glycogen storage disease."	"369"
"urn:miriam:orphanet:36913"	"urn:miriam:orphanet:Orphanet_36913"	"Autoimmune hypoparathyroidism"		"36913"
"urn:miriam:orphanet:369146"	"urn:miriam:orphanet:Orphanet_369146"	"TNF alpha induced protein 3"		"369146"
"urn:miriam:orphanet:369265"	"urn:miriam:orphanet:Orphanet_369265"	"TNF superfamily member 4"		"369265"
"urn:miriam:orphanet:369311"	"urn:miriam:orphanet:Orphanet_369311"	"secreted phosphoprotein 1"		"369311"
"urn:miriam:orphanet:369336"	"urn:miriam:orphanet:Orphanet_369336"	"interleukin 1 receptor associated kinase 1"		"369336"
"urn:miriam:orphanet:369806"	"urn:miriam:orphanet:Orphanet_369806"	"multiple C2 and transmembrane domain containing 2"		"369806"
"urn:miriam:orphanet:369810"	"urn:miriam:orphanet:Orphanet_369810"	"leucine zipper like transcription regulator 1"		"369810"
"urn:miriam:orphanet:369815"	"urn:miriam:orphanet:Orphanet_369815"	"septin 14"		"369815"
"urn:miriam:orphanet:369837"	"urn:miriam:orphanet:Orphanet_369837"	"Intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome"	"Intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome is a rare congenital disorder of glycosylation characterized by neonatal hypotonia, global development delay, developmental regress and severe to profound intellectual disability, infantile onset seizures that are initially associated with febrile episodes with subsequent transition to unprovoked seizures, impaired vision with esotropia and nystagmus, progressive cerebral and cerebellar atrophy, skeletal abnormalities (including brachycephaly, scoliosis, slender long bones, delayed bone age, pectus excavatum and osteopenia), inverted nipples and dysmorphic features including high and narrow forehead, frontal bossing, short nose, depressed nasal bridge, anteverted nares, high palate and wide open mouth consistent with facial hypotonia. Other features may include cardiac abnormalities (such as patent ductus arteriosus, atrial septal defects), urogenital abnormalities (such as nephrocalcinosis, urolithiasis), and low plasma concentration of alkaline phosphatase."	"369837"
"urn:miriam:orphanet:369840"	"urn:miriam:orphanet:Orphanet_369840"	"Autosomal recessive limb-girdle muscular dystrophy type 2S"	"Autosomal recessive limb-girdle muscular dystrophy type 2S (LGMD2S) is a form of limb-girdle muscular dystrophy characterized by childhood-onset of progressive proximal muscle weakness (leading to reduced ambulation) with myalgia and fatigue, in addition to infantile hyperkinetic movements, truncal ataxia, and intellectual disability. Additional manifestations include scoliosis, hip dysplasia, and less commonly, ocular features (e.g. myopia, cataract) and seizures."	"369840"
"urn:miriam:orphanet:369847"	"urn:miriam:orphanet:Orphanet_369847"	"Intellectual disability-hyperkinetic movement-truncal ataxia syndrome"		"369847"
"urn:miriam:orphanet:369852"	"urn:miriam:orphanet:Orphanet_369852"	"Congenital neutropenia-myelofibrosis-nephromegaly syndrome"		"369852"
"urn:miriam:orphanet:369861"	"urn:miriam:orphanet:Orphanet_369861"	"Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome"	"Congenital sideroblastic anemia -B cell immunodeficiency- periodic fever-developmental delay syndrome is a form of constitutional sideroblastic anemia (see this term), characterized by severe microcytic anemia, B-cell lymphopenia , panhypogammaglobulinemia and variable neurodegeneration. The disease presents in infancy with recurrent febrile illnesses, gastrointestinal disturbances, developmental delay, seizures, ataxia and sensorineural deafness. Most patients require regular blood transfusion, iron chelation, and intravenous immunoglobulin (IVIG) replacement. Stem cell transplantation has been reported to be successful."	"369861"
"urn:miriam:orphanet:369867"	"urn:miriam:orphanet:Orphanet_369867"	"Autosomal recessive intermediate Charcot-Marie-Tooth disease type C"	"Autosomal recessive intermediate Charcot-Marie-Tooth disease type C is a rare subtype of autosomal recessive intermediate Charcot-Marie-Tooth (CMT) disease characterized by childhood to adulthood-onset of progressive, moderate to severe, predominantly distal, mostly lower limb muscle weakness and atrophy, foot deformities (including pes cavus and hammer toes), absent deep tendon reflexes and distal sensory loss associated with decreased motor and sensory nerve conduction velocities and features of both demyelinating and axonal neuropathy on sural nerve biopsy."	"369867"
"urn:miriam:orphanet:369873"	"urn:miriam:orphanet:Orphanet_369873"	"Obesity due to SIM1 deficiency"		"369873"
"urn:miriam:orphanet:369881"	"urn:miriam:orphanet:Orphanet_369881"	"2p21 microdeletion syndrome without cystinuria"	"2p21 microdeletion syndrome without cystinuria is a rare partial autosomal monosomy characterized by weak fetal movements, severe infantile hypotonia and feeding difficulties that spontaneously improve with time, urogenital abnormalities (hypospadias or hypoplastic labia majora), global development delay, mild intellectual disability and facial dysmorphism (dolichocephaly, frontal bossing, bilateral ptosis, midface retrusion, open mouth with tented upper lip vermilion). Affected individuals have borderline elevated serum lactate but no cystinuria."	"369881"
"urn:miriam:orphanet:369886"	"urn:miriam:orphanet:Orphanet_369886"	"Homozygous 2p21 microdeletion syndrome"		"369886"
"urn:miriam:orphanet:369891"	"urn:miriam:orphanet:Orphanet_369891"	"Cardiac anomalies-developmental delay-facial dysmorphism syndrome"		"369891"
"urn:miriam:orphanet:369894"	"urn:miriam:orphanet:Orphanet_369894"	"OBSOLETE: Early infantile epileptic encephalopathy without suppression burst"		"369894"
"urn:miriam:orphanet:369897"	"urn:miriam:orphanet:Orphanet_369897"	"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies"		"369897"
"urn:miriam:orphanet:369902"	"urn:miriam:orphanet:Orphanet_369902"	"OBSOLETE: DDX59-related orofaciodigital syndrome"		"369902"
"urn:miriam:orphanet:369913"	"urn:miriam:orphanet:Orphanet_369913"	"Combined oxidative phosphorylation defect type 17"		"369913"
"urn:miriam:orphanet:369920"	"urn:miriam:orphanet:Orphanet_369920"	"Pontocerebellar hypoplasia type 9"		"369920"
"urn:miriam:orphanet:369929"	"urn:miriam:orphanet:Orphanet_369929"	"Aldosterone-producing adenoma with seizures and neurological abnormalities"		"369929"
"urn:miriam:orphanet:369939"	"urn:miriam:orphanet:Orphanet_369939"	"Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome"	"Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome is a rare genetic neurological disorder characterized by intrauterine growth retardation, failure to thrive, infantile onset of sensorineural deafness, severe global developmental delay or absent psychomotor development, paraplegia or quadriplegia with dystonia and pyramidal signs, microcephaly, ocular abnormalities (strabismus, optic atrophy), mildly dysmorphic features (deep-set eyes, prominent nasal bridge, micrognathia), seizures and abnormalities of brain morphology (hypomyelinating white matter changes, cerebral atrophy)."	"369939"
"urn:miriam:orphanet:369942"	"urn:miriam:orphanet:Orphanet_369942"	"CADDS"		"369942"
"urn:miriam:orphanet:369950"	"urn:miriam:orphanet:Orphanet_369950"	"Intellectual disability-seizures-macrocephaly-obesity syndrome"	"Intellectual disability-seizures-macrocephaly-obesity syndrome is a rare syndromic obesity due to complex chromosomal rearrangement characterized by development delay and intellectual disability, childhood-onset obesity, seizures, poor coordination and broad-based gait, macrocephaly and mild dysmorphic features (such as narrow palpebral fissures, malar hypoplasia and thin upper lips), eczema, ocular abnormalities and a social personality."	"369950"
"urn:miriam:orphanet:369955"	"urn:miriam:orphanet:Orphanet_369955"	"Methylmalonic acidemia with homocystinuria, type cblJ"		"369955"
"urn:miriam:orphanet:369962"	"urn:miriam:orphanet:Orphanet_369962"	"Methylmalonic acidemia with homocystinuria, type cblX"		"369962"
"urn:miriam:orphanet:369970"	"urn:miriam:orphanet:Orphanet_369970"	"Microcornea-myopic chorioretinal atrophy-telecanthus syndrome"		"369970"
"urn:miriam:orphanet:369979"	"urn:miriam:orphanet:Orphanet_369979"	"Finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome"		"369979"
"urn:miriam:orphanet:369992"	"urn:miriam:orphanet:Orphanet_369992"	"Severe dermatitis-multiple allergies-metabolic wasting syndrome"		"369992"
"urn:miriam:orphanet:369999"	"urn:miriam:orphanet:Orphanet_369999"	"Diffuse palmoplantar keratoderma with painful fissures"		"369999"
"urn:miriam:orphanet:37"	"urn:miriam:orphanet:Orphanet_37"	"Acrodermatitis enteropathica"	"Acrodermatitis enteropathica (AE) is a rare inherited inborn error of metabolism resulting in a severe zinc deficiency and characterized by acral dermatitis, alopecia, diarrhea and growth failure."	"37"
"urn:miriam:orphanet:370"	"urn:miriam:orphanet:Orphanet_370"	"Glycogen storage disease due to phosphorylase kinase deficiency"	"Glycogen storage disease (GSD) due to phosphorylase kinase deficiency is a group of inborn errors of glycogen metabolism that is clinically and genetically heterogeneous. This group comprises GSD due to liver phosphorylase kinase (PhK) deficiency, GSD due to muscle PhK deficiency and GSD due to liver and muscle PhK deficiency (see these terms)."	"370"
"urn:miriam:orphanet:370002"	"urn:miriam:orphanet:Orphanet_370002"	"Focal palmoplantar keratoderma with joint keratoses"		"370002"
"urn:miriam:orphanet:370006"	"urn:miriam:orphanet:Orphanet_370006"	"Hypothalamic insufficiency-secondary microcephaly-visual impairment-urinary anomalies syndrome"		"370006"
"urn:miriam:orphanet:370010"	"urn:miriam:orphanet:Orphanet_370010"	"Intellectual disability-facial dysmorphism-hand anomalies syndrome"		"370010"
"urn:miriam:orphanet:370015"	"urn:miriam:orphanet:Orphanet_370015"	"Spondyloepimetaphyseal dysplasia, Isidor type"		"370015"
"urn:miriam:orphanet:370019"	"urn:miriam:orphanet:Orphanet_370019"	"Spondylometaphyseal dysplasia, Czarny-Ratajczak type"		"370019"
"urn:miriam:orphanet:370022"	"urn:miriam:orphanet:Orphanet_370022"	"Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome"	"Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome is a rare neuro-ophthalmological disease characterized by nonprogressive cerebellar ataxia, delayed motor and language development and intellectual disability, in addition to ophthalmological abnormalities (e.g. oculomotor apraxia, strabismus, amblyopia, retinal dystrophy and myopia). Cerebellar cysts, cerebellar dysplasia and cerebellar vermis hypoplasia, seen on magnetic resonance imaging, are also characteristic of the disease."	"370022"
"urn:miriam:orphanet:370026"	"urn:miriam:orphanet:Orphanet_370026"	"Acute myeloid leukemia with t(8;16)(p11;p13) translocation"	"or in therapy-related AML cases, and is characterized by frequent extramedullary involvement (mainly hepatomegaly, splenomegaly, lymphadenopathies, cutaneous infiltration, but also gum, bone, central nervous system, testicles involvement), severe coagulation disorder (disseminated intravascular coagulopathy or primary fibrinolysis) and poor prognosis. Morphologically, a blast population with a myelomonocytic stage of differentiation is observed."	"370026"
"urn:miriam:orphanet:370034"	"urn:miriam:orphanet:Orphanet_370034"	"Familial syringomyelia"		"370034"
"urn:miriam:orphanet:370039"	"urn:miriam:orphanet:Orphanet_370039"	"Angora hair nevus"		"370039"
"urn:miriam:orphanet:370046"	"urn:miriam:orphanet:Orphanet_370046"	"Didymosis aplasticosebacea"		"370046"
"urn:miriam:orphanet:370052"	"urn:miriam:orphanet:Orphanet_370052"	"SCALP syndrome"		"370052"
"urn:miriam:orphanet:370059"	"urn:miriam:orphanet:Orphanet_370059"	"NEVADA syndrome"	"NEVADA (Nevus Epidermicus Verrucosus with AngioDysplasia and Aneurysms) syndrome is a rare, life-threatening, cutaneous disease characterized by a keratinocytic epidermal nevus presenting thick, hystrix-like, white or brownish hyperkeratosis associated with multiple extracutaneous vascular malformations, including angiodysplasia that involves large-vessel arteriovenous shunts that may be fatal during the neonatal period."	"370059"
"urn:miriam:orphanet:370064"	"urn:miriam:orphanet:Orphanet_370064"	"erb-b2 receptor tyrosine kinase 4"		"370064"
"urn:miriam:orphanet:370068"	"urn:miriam:orphanet:Orphanet_370068"	"Fetal anticonvulsant syndrome"		"370068"
"urn:miriam:orphanet:370076"	"urn:miriam:orphanet:Orphanet_370076"	"Fetal carbamazepine syndrome"	"exposure to carbamazepine, in combination with valproate, has been associated with significant developmental delay (particularly affecting verbal intelligence) and a high rate of congenital anomalies."	"370076"
"urn:miriam:orphanet:370079"	"urn:miriam:orphanet:Orphanet_370079"	"Proximal 16p11.2 microduplication syndrome"	"Proximal 16p11.2 microduplication syndrome is a rare chromosomal anomaly syndrome resulting from a partial duplication of the short arm of chromosome 16 characterized by developmental delay and intellectual disability of a highly variable degree, autism spectrum, obsessive-compulsive, attention deficit hyperactivity disorder, speech articulation abnormalities, muscular hypotonia, tremor, hyper- or hyporeflexia, seizures, microcephaly, neuroimaging abnormalities, decreased body mass index and schizophrenia or bipolar disorder later on in life."	"370079"
"urn:miriam:orphanet:370088"	"urn:miriam:orphanet:Orphanet_370088"	"Acute infantile liver failure-multisystemic involvement syndrome"		"370088"
"urn:miriam:orphanet:370091"	"urn:miriam:orphanet:Orphanet_370091"	"Oculocutaneous albinism type 5"	"Oculocutaneous albinism type 5 (OCA5) is a type of oculocutaneous albinism found in one Pakistani family to date, characterized by white skin, golden hair, photophobia, nystagmus, foveal hypoplasia and impaired visual acuity, that affects males and females equally, and that has been mapped to a locus on chromosome 4q24 but whose gene has not yet been discovered."	"370091"
"urn:miriam:orphanet:370097"	"urn:miriam:orphanet:Orphanet_370097"	"Oculocutaneous albinism type 6"	"gene (15q21.1)."	"370097"
"urn:miriam:orphanet:370103"	"urn:miriam:orphanet:Orphanet_370103"	"Primary dystonia, DYT17 type"		"370103"
"urn:miriam:orphanet:370106"	"urn:miriam:orphanet:Orphanet_370106"	"Rare disorder with dystonia and other neurologic or systemic manifestation"		"370106"
"urn:miriam:orphanet:370109"	"urn:miriam:orphanet:Orphanet_370109"	"Ataxia-telangiectasia variant"	"Ataxia-telangiectasia variant is a rare, genetic, persistent combined dystonia characterized by clinical signs similar to ataxia-telangiectasia but with a later (usually adulthood) onset and slower progression. Patients typically present extrapyramidal signs, such as resting tremor, choreathetosis, and dystonia, as the initial symptoms and later often develop mild cerebellar ataxia (with gait usually preserved). Telangiectasia and immunodeficiency may be absent but secondary features of ataxia-telangiectasia, such as risk of malignancy, dysarthria and peripheral neuropathy, are frequently present."	"370109"
"urn:miriam:orphanet:370114"	"urn:miriam:orphanet:Orphanet_370114"	"Combined cervical dystonia"		"370114"
"urn:miriam:orphanet:370127"	"urn:miriam:orphanet:Orphanet_370127"	"Medich giant platelet syndrome"	"Medich giant platelet syndrome (MGPS) is a platelet granule disorder characterized by thrombocytopenia with giant platelets resulting in easy bleeding."	"370127"
"urn:miriam:orphanet:370131"	"urn:miriam:orphanet:Orphanet_370131"	"White platelet syndrome"	"White platelet syndrome (WPS) is is a platelet granule disorder characterized by thrombocytopenia, increased mean platelet volumes, decreased platelet responsiveness to aggregating agents, and significant defects in platelet ultrastructural morphology leading to prolonged bleeding times and bleeding."	"370131"
"urn:miriam:orphanet:370330"	"urn:miriam:orphanet:Orphanet_370330"	"ER membrane associated RNA degradation"		"370330"
"urn:miriam:orphanet:370334"	"urn:miriam:orphanet:Orphanet_370334"	"Extraskeletal Ewing sarcoma"		"370334"
"urn:miriam:orphanet:370348"	"urn:miriam:orphanet:Orphanet_370348"	"Peripheral primitive neuroectodermal tumor"		"370348"
"urn:miriam:orphanet:370364"	"urn:miriam:orphanet:Orphanet_370364"	"TRAF3 interacting protein 2"		"370364"
