"ID"	"IRI"	"PreferredTerm"	"Description"	"Code"
"urn:miriam:uberon:0006725"	"http://purl.obolibrary.org/obo/UBERON_0006725"	"spiral ligament"	"A spiral thickening of the fibrous lining of the cochlear wall. Spiral ligament secures the membranous cochlear duct to the bony spiral canal of the cochlea. Its spiral ligament fibrocytes function in conjunction with the stria vascularis to mediate cochlear ion homeostasis."	"0006725"
"urn:miriam:uberon:0006726"	"http://purl.obolibrary.org/obo/UBERON_0006726"	"outer canthus"	"A corner of the outer (lateral) part of an eye."	"0006726"
"urn:miriam:uberon:0006727"	"http://purl.obolibrary.org/obo/UBERON_0006727"	"liver left lateral lobe"		"0006727"
"urn:miriam:uberon:0006728"	"http://purl.obolibrary.org/obo/UBERON_0006728"	"liver left medial lobe"		"0006728"
"urn:miriam:uberon:0006729"	"http://purl.obolibrary.org/obo/UBERON_0006729"	"liver perisinusoidal space"	"the extravascular space in the liver between the parenchymal cells and a sinusoid that contains the blood plasma"	"0006729"
"urn:miriam:uberon:0006742"	"http://purl.obolibrary.org/obo/UBERON_0006742"	"canthus"	"A canthus is a corner of the eye where the upper and lower eyelids meet. The bicanthal plane is the transversal plane linking both canthi and defines the upper boundary of the midface."	"0006742"
"urn:miriam:uberon:0006743"	"http://purl.obolibrary.org/obo/UBERON_0006743"	"paleodentate of dentate nucleus"		"0006743"
"urn:miriam:uberon:0006749"	"http://purl.obolibrary.org/obo/UBERON_0006749"	"superior parathyroid gland"		"0006749"
"urn:miriam:uberon:0006755"	"http://purl.obolibrary.org/obo/UBERON_0006755"	"inferior parathyroid gland"		"0006755"
"urn:miriam:uberon:0006756"	"http://purl.obolibrary.org/obo/UBERON_0006756"	"median lingual swelling"	"During the third week of embryological development there appears, immediately behind the ventral ends of the two halves of the mandibular arch, a rounded swelling named the tuberculum impar, which was described by His as undergoing enlargement to form the buccal part of the tongue. More recent researches, however, show that this part of the tongue is mainly, if not entirely, developed from a pair of lateral swellings which rise from the inner surface of the mandibular arch and meet in the middle line. The site of their meeting remains post-embryonically as the median sulcus of the tongue. The tuberculum impar is said to form the central part of the tongue immediately in front of the foramen cecum, but Hammar insists that it is purely a transitory structure and forms no part of the adult tongue[WP, Gray's]."	"0006756"
"urn:miriam:uberon:0006757"	"http://purl.obolibrary.org/obo/UBERON_0006757"	"lateral lingual swelling"	"During the third week there appears, immediately behind the ventral ends of the two halves of the mandibular arch, a rounded swelling named the tuberculum impar, which was described by His as undergoing enlargement to form the buccal part of the tongue. More recent researches, however, show that this part of the tongue is mainly, if not entirely, developed from a pair of lateral swellings (or distal tongue bud) which rise from the inner surface of the mandibular arch and meet in the middle line."	"0006757"
"urn:miriam:uberon:0006761"	"http://purl.obolibrary.org/obo/UBERON_0006761"	"corneo-scleral junction"	"the edge of the cornea where it joins the sclera; the limbus is a common site for the occurrence of corneal epithelial neoplasm"	"0006761"
"urn:miriam:uberon:0006762"	"http://purl.obolibrary.org/obo/UBERON_0006762"	"suspensory ligament of lens"	"The zonule of Zinn (Zinn's membrane, ciliary zonule) is a ring of fibrous strands connecting the ciliary body with the crystalline lens of the eye. The zonule of Zinn is split into two layers: a thin layer, which lines the hyaloid fossa, and a thicker layer, which is a collection of zonular fibers. Together, the fibers are known as the suspensory ligament of the lens[WP]. Modified or toughened vitreous that suspend the lens at the equator to the non-pigmented epithelium of the ciliary zone. In zebrafish, dorsal zonules are thickened as compared to ventral zonules. In both dorsal and ventral regions, these fibers delimit the vitreous body aqueous humor boundary[ZFA]."	"0006762"
"urn:miriam:uberon:0006763"	"http://purl.obolibrary.org/obo/UBERON_0006763"	"epithelium of conjunctiva"	"Layer of nonkeratinized squamous epithelium lining the conjunctiva, overlying scleral tissue"	"0006763"
"urn:miriam:uberon:0006764"	"http://purl.obolibrary.org/obo/UBERON_0006764"	"anterior communicating artery"	"A blood vessel of the brain that connects the left and right anterior cerebral arteries. The anterior communicating artery connects the two anterior cerebral arteries across the commencement of the longitudinal fissure. Sometimes this vessel is wanting, the two arteries joining together to form a single trunk, which afterward divides; or it may be wholly, or partially, divided into two. Its length averages about 4 mm, but varies greatly. It gives off some of the anteromedial ganglionic vessels, but these are principally derived from the anterior cerebral artery. It is part of the cerebral arterial circle, also known as the circle of Willis."	"0006764"
"urn:miriam:uberon:0006765"	"http://purl.obolibrary.org/obo/UBERON_0006765"	"left anterior vena cava"		"0006765"
"urn:miriam:uberon:0006766"	"http://purl.obolibrary.org/obo/UBERON_0006766"	"right anterior vena cava"		"0006766"
"urn:miriam:uberon:0006767"	"http://purl.obolibrary.org/obo/UBERON_0006767"	"head of femur"	"The hemispheric articular surface at the upper extremity of the thigh bone[Stedman, 26th ed]. The femur head is the highest part of the thigh bone. It is supported by the neck of the femur. The head is globular and forms rather more than a hemisphere, is directed upward, medialward, and a little forward, the greater part of its convexity being above and in front. Its surface is smooth, coated with cartilage in the fresh state, except over an ovoid depression, the fovea capitis femoris, which is situated a little below and behind the center of the head, and gives attachment to the ligament of head of femur. If there is a fracture of the neck of the femur, the blood supply through the ligament becomes crucial. In orthopedic surgery, the head of the femur is important because it can undergo avascular necrosis and consequent osteochondritis dissecans. The head is removed in total hip replacement surgery [WP]."	"0006767"
"urn:miriam:uberon:0006768"	"http://purl.obolibrary.org/obo/UBERON_0006768"	"epiphyseal line"		"0006768"
"urn:miriam:uberon:0006770"	"http://purl.obolibrary.org/obo/UBERON_0006770"	"apophysis"		"0006770"
"urn:miriam:uberon:0006771"	"http://purl.obolibrary.org/obo/UBERON_0006771"	"long bone epiphyseal plate proliferative zone"	"germinal layer of the epiphyseal plate where cells are actively dividing as well as producing extracellular matrix[MP]."	"0006771"
"urn:miriam:uberon:0006772"	"http://purl.obolibrary.org/obo/UBERON_0006772"	"long bone epiphyseal plate hypertrophic zone"	"The layer of the epiphyseal plate of a long bone where chondrocytes mature and enlarge[MP]."	"0006772"
"urn:miriam:uberon:0006773"	"http://purl.obolibrary.org/obo/UBERON_0006773"	"long bone epiphyseal plate ossification zone"	"layer of the epiphyseal plate where new bone matrix is deposited[MP]."	"0006773"
"urn:miriam:uberon:0006775"	"http://purl.obolibrary.org/obo/UBERON_0006775"	"zone of epiphyseal plate"		"0006775"
"urn:miriam:uberon:0006776"	"http://purl.obolibrary.org/obo/UBERON_0006776"	"annular epiphysis"	"secondary growth centers occurring as rings at the periphery of the superior and inferior surfaces of the vertebral body."	"0006776"
"urn:miriam:uberon:0006777"	"http://purl.obolibrary.org/obo/UBERON_0006777"	"tectal plate"	"embryologic structure that is formed by two longitudinal eminences, one on each alar plate of the midbrain. These eminences become the superior colliculus and inferior colliculus ( Carpenter-1983 )]"	"0006777"
"urn:miriam:uberon:0006779"	"http://purl.obolibrary.org/obo/UBERON_0006779"	"superficial white layer of superior colliculus"	"superficial white matter layer of superior collilculus that consists mainly of axions from the optic nerve."	"0006779"
"urn:miriam:uberon:0006780"	"http://purl.obolibrary.org/obo/UBERON_0006780"	"zonal layer of superior colliculus"	"A thin layer consisting of small myelinated axons together with marginal and horizontal cells."	"0006780"
"urn:miriam:uberon:0006782"	"http://purl.obolibrary.org/obo/UBERON_0006782"	"stratum lemnisci of superior colliculus"	"Composite layer of the superior colliculus lying deep to the stratum opticum, that can be further subdivided into fiber and cell rich layers (Brodal, Neurological Anatomy, 2nd ed., 1981, pg 544)"	"0006782"
"urn:miriam:uberon:0006783"	"http://purl.obolibrary.org/obo/UBERON_0006783"	"layer of superior colliculus"	"The microstructure of the optic tectum / superior colliculus varies across species. As a general rule, there is always a clear distinction between superficial layers, which receive input primarily from the visual system and show primarily visual responses, and deeper layers, which receive many types of input and project to numerous motor-related brain areas. The distinction between these two zones is so clear and consistent that some anatomists have suggested that they should be considered separate brain structures. In mammals, neuroanatomists conventionally identify seven layers[WP]."	"0006783"
"urn:miriam:uberon:0006785"	"http://purl.obolibrary.org/obo/UBERON_0006785"	"gray matter layer of superior colliculus"	"A central nervous system gray matter layer that is part of a superior colliculus."	"0006785"
"urn:miriam:uberon:0006786"	"http://purl.obolibrary.org/obo/UBERON_0006786"	"white matter of superior colliculus"	"A central nervous system white matter layer that is part of a superior colliculus."	"0006786"
"urn:miriam:uberon:0006787"	"http://purl.obolibrary.org/obo/UBERON_0006787"	"middle white layer of superior colliculus"		"0006787"
"urn:miriam:uberon:0006788"	"http://purl.obolibrary.org/obo/UBERON_0006788"	"middle gray layer of superior colliculus"		"0006788"
"urn:miriam:uberon:0006789"	"http://purl.obolibrary.org/obo/UBERON_0006789"	"deep gray layer of superior colliculus"		"0006789"
"urn:miriam:uberon:0006790"	"http://purl.obolibrary.org/obo/UBERON_0006790"	"deep white layer of superior colliculus"	"deep white matter layer of superior collilculus that consists entirely of fibers."	"0006790"
"urn:miriam:uberon:0006791"	"http://purl.obolibrary.org/obo/UBERON_0006791"	"superficial layer of superior colliculus"	"The outermost layer of the superior colliculus."	"0006791"
"urn:miriam:uberon:0006792"	"http://purl.obolibrary.org/obo/UBERON_0006792"	"intermediate layer of superior colliculus"	"A layer of superior colliculus that lies between the superficial layer and the deep layer."	"0006792"
"urn:miriam:uberon:0006793"	"http://purl.obolibrary.org/obo/UBERON_0006793"	"deep layer of superior colliculus"	"The innermost layer of the superior colliculus."	"0006793"
"urn:miriam:uberon:0006794"	"http://purl.obolibrary.org/obo/UBERON_0006794"	"visual processing part of nervous system"		"0006794"
"urn:miriam:uberon:0006795"	"http://purl.obolibrary.org/obo/UBERON_0006795"	"arthropod optic lobe"	"A region of the adult brain that processes the visual information from the compound eyes."	"0006795"
"urn:miriam:uberon:0006796"	"http://purl.obolibrary.org/obo/UBERON_0006796"	"cephalopod optic lobe"	"Large lobes of the brain associated with the eyes. In octopods and some squids the optic lobes may be separated from the rest of the brain by an optic stalk of varying length. In Octopus the optic lobes contain 92 million cells compared with only 42 million in the main central mass of the brain (J. Young, 1963) ."	"0006796"
"urn:miriam:uberon:0006798"	"http://purl.obolibrary.org/obo/UBERON_0006798"	"efferent nerve"	"A nerve that transmits nerve impulses from the central nervous system to effectors such as muscles or glands."	"0006798"
"urn:miriam:uberon:0006799"	"http://purl.obolibrary.org/obo/UBERON_0006799"	"glandular epithelium"	"An epithelium that is composed primarily of secretory cells."	"0006799"
"urn:miriam:uberon:0006800"	"http://purl.obolibrary.org/obo/UBERON_0006800"	"anatomical line"	"Non-material anatomical entity of one dimension, which forms a boundary of an anatomical surface or is a modulation of an anatomical surface."	"0006800"
"urn:miriam:uberon:0006801"	"http://purl.obolibrary.org/obo/UBERON_0006801"	"proximal head of humerus"	"Hemispherical structure on proximal epiphysis of humerus that articulates with glenoid cavity[WP,modified]."	"0006801"
"urn:miriam:uberon:0006802"	"http://purl.obolibrary.org/obo/UBERON_0006802"	"acetabular rim"	"A prominent unever rim that bounds the acetabulum, serving as the attachment for the acetabular labrum, which reduces its opening, and deepens the surface for formation of the hip joint."	"0006802"
"urn:miriam:uberon:0006803"	"http://purl.obolibrary.org/obo/UBERON_0006803"	"obturator foramen"	"The obturator foramen is the hole created by the ischium and pubis bones of the pelvis through which nerves and muscles pass."	"0006803"
"urn:miriam:uberon:0006804"	"http://purl.obolibrary.org/obo/UBERON_0006804"	"reticular tissue"	"Loose connective tissue which consists of an irregular network of cells and reticular fibers and is spatially associated with myeloid and lymphoid cells. Examples: stroma of bone marrow, stroma of spleen, stroma of lymph node.[FMA]"	"0006804"
"urn:miriam:uberon:0006805"	"http://purl.obolibrary.org/obo/UBERON_0006805"	"sternal end of clavicle"	"Medial end of the clavicle, which usually lies on the ventral side of the epicoracoid cartilage, just posterior to the epicoracoid bridge."	"0006805"
"urn:miriam:uberon:0006806"	"http://purl.obolibrary.org/obo/UBERON_0006806"	"entepicondyle of humerus"	"A bony projection on the distal epiphysis of the humerus that is the attachment site for the flexor muscles of the manus. This condyle faces posteriorly (for sprawling tetrapods) or medially (for erect tetrapods)."	"0006806"
"urn:miriam:uberon:0006807"	"http://purl.obolibrary.org/obo/UBERON_0006807"	"ectepicondyle of humerus"	"A bony projection on the distal epiphysis of the humerus that is the attachment site for the extensor muscles of the distal parts of the forelimb. In humans, this is known as the lateral epicondyle, but the position varies across tetrapods."	"0006807"
"urn:miriam:uberon:0006809"	"http://purl.obolibrary.org/obo/UBERON_0006809"	"obsolete supporting connective tissue"		"0006809"
"urn:miriam:uberon:0006810"	"http://purl.obolibrary.org/obo/UBERON_0006810"	"olecranon"	"The olecranon is a large, thick, curved bony eminence of the forearm that projects behind the elbow. It is situated at the upper (proximal) end of the ulna, one of the two bones in the forearm. When the hand faces forward the olecranon faces towards the back (posteriorly). It is bent forward at the summit so as to present a prominent lip which is received into the olecranon fossa of the humerus in extension of the forearm. Its base is contracted where it joins the body and the narrowest part of the upper end of the ulna. Its posterior surface, directed backward, is triangular, smooth, subcutaneous, and covered by a bursa. Its superior surface is of quadrilateral form, marked behind by a rough impression for the insertion of the Triceps brachii; and in front, near the margin, by a slight transverse groove for the attachment of part of the posterior ligament of the elbow-joint. Its anterior surface is smooth, concave, and forms the upper part of the semilunar notch. Its borders present continuations of the groove on the margin of the superior surface; they serve for the attachment of ligaments, viz. , the back part of the ulnar collateral ligament medially, and the posterior ligament laterally. From the medial border a part of the Flexor carpi ulnaris arises; while to the lateral border the anconeus muscle is attached."	"0006810"
"urn:miriam:uberon:0006811"	"http://purl.obolibrary.org/obo/UBERON_0006811"	"occipital condyle"	"The occipital condyles are undersurface facets of the occipital bone in vertebrates, which function in articulation with the superior facets of the atlas vertebra. The condyles are oval or reniform (kidney-shaped) in shape, and their anterior extremities, directed forward and medialward, are closer together than their posterior, and encroach on the basilar portion of the bone; the posterior extremities extend back to the level of the middle of the foramen magnum. The articular surfaces of the condyles are convex from before backward and from side to side, and look downward and lateralward. To their margins are attached the capsules of the atlantoC6ccipital articulations, and on the medial side of each is a rough impression or tubercle for the alar ligament. At the base of either condyle the bone is tunnelled by a short canal, the hypoglossal canal."	"0006811"
"urn:miriam:uberon:0006812"	"http://purl.obolibrary.org/obo/UBERON_0006812"	"mental foramen"	"The mental foramen is one of two holes ('foramina') located on the anterior surface of the mandible. It permits passage of the mental nerve and vessels. The mental foramen descends slightly in edentulous individuals."	"0006812"
"urn:miriam:uberon:0006813"	"http://purl.obolibrary.org/obo/UBERON_0006813"	"nasal skeleton"	"Structural framework that provides support to the nasal sacs and ducts."	"0006813"
"urn:miriam:uberon:0006815"	"http://purl.obolibrary.org/obo/UBERON_0006815"	"areolar connective tissue"	"Loose connective tissue located at the outer and inner layers of organs. Examples: submucosal connective tissue, tunica adventitia of artery, papillary dermis, superficial fascia of dorsum of hand."	"0006815"
"urn:miriam:uberon:0006820"	"http://purl.obolibrary.org/obo/UBERON_0006820"	"body of sternum"	"The middle and longest portion of the sternum, lying between the manubrium superiorly and the xiphoid process inferiorly; it considerably lengthier, narrower, and thinner than the manubrium, attains its greatest breadth close to the lower end."	"0006820"
"urn:miriam:uberon:0006821"	"http://purl.obolibrary.org/obo/UBERON_0006821"	"cutaneous muscle"		"0006821"
"urn:miriam:uberon:0006822"	"http://purl.obolibrary.org/obo/UBERON_0006822"	"proximal epiphysis of ulna"	"The head of ulna presents an articular surface, part of which, of an oval or semilunar form, is directed downward, and articulates with the upper surface of the triangular articular disk which separates it from the wrist-joint; the remaining portion, directed lateralward, is narrow, convex, and received into the ulnar notch of the radius."	"0006822"
"urn:miriam:uberon:0006828"	"http://purl.obolibrary.org/obo/UBERON_0006828"	"trabecula carnea of atrium"	"The supporting bundles of muscular fibers lining the walls of the atria[MP]."	"0006828"
"urn:miriam:uberon:0006829"	"http://purl.obolibrary.org/obo/UBERON_0006829"	"remnant of left anterior vena cava"	"."	"0006829"
"urn:miriam:uberon:0006831"	"http://purl.obolibrary.org/obo/UBERON_0006831"	"pre-tracheal muscle"		"0006831"
"urn:miriam:uberon:0006832"	"http://purl.obolibrary.org/obo/UBERON_0006832"	"lumen of open tracheal system trachea"	"An anatomical space that surrounded_by a open tracheal system trachea."	"0006832"
"urn:miriam:uberon:0006833"	"http://purl.obolibrary.org/obo/UBERON_0006833"	"lumen of trachea"	"An anatomical space that surrounded_by a trachea."	"0006833"
"urn:miriam:uberon:0006834"	"http://purl.obolibrary.org/obo/UBERON_0006834"	"uterus or analog"	"A subdivision of a the reproductive tract in a female organism that is the site of embryo development."	"0006834"
"urn:miriam:uberon:0006835"	"http://purl.obolibrary.org/obo/UBERON_0006835"	"obsolete arthropod oviduct"	"A tube that connects ovary to the uterus."	"0006835"
"urn:miriam:uberon:0006836"	"http://purl.obolibrary.org/obo/UBERON_0006836"	"medial tibial tarsal bone"	"Endochondral tarsal bone that is medially located and between the intermedium and centralia."	"0006836"
"urn:miriam:uberon:0006837"	"http://purl.obolibrary.org/obo/UBERON_0006837"	"tegmen tympani"	"The Tegmental Wall or Roof (paries tegmentalis) is formed by a thin plate of bone, the tegmen tympani, which separates the cranial and tympanic cavities. It is situated on the anterior surface of the petrous portion of the temporal bone close to its angle of junction with the squama temporalis; it is prolonged backward so as to roof in the tympanic antrum, and forward to cover in the semicanal for the Tensor tympani muscle. Its lateral edge corresponds with the remains of the petrosquamous suture[Grays] ."	"0006837"
"urn:miriam:uberon:0006838"	"http://purl.obolibrary.org/obo/UBERON_0006838"	"ventral ramus of spinal nerve"	"Branch of spinal nerve that innervates the hypaxial muscles"	"0006838"
"urn:miriam:uberon:0006839"	"http://purl.obolibrary.org/obo/UBERON_0006839"	"dorsal ramus of spinal nerve"	"Branch of spinal nerve that innervates the epaxial muscles"	"0006839"
"urn:miriam:uberon:0006840"	"http://purl.obolibrary.org/obo/UBERON_0006840"	"nucleus of lateral lemniscus"	"Groups of cells situated largely within the fiber bundles of the lateral lemniscus. Two nuclei are usually distinguished: a ventral group and a dorsal group (Brodal, Neurological Anatomy, 3rd ed., 1981, pg. 619)."	"0006840"
"urn:miriam:uberon:0006841"	"http://purl.obolibrary.org/obo/UBERON_0006841"	"central vein of liver"	"Vein that is central to a lobule in the liver."	"0006841"
"urn:miriam:uberon:0006842"	"http://purl.obolibrary.org/obo/UBERON_0006842"	"lymphatic capillary"	"Microvessel of the lymphatic system lined with a single layer of overlapping endothelial cells. Joins to form the lymphatic vessels."	"0006842"
"urn:miriam:uberon:0006843"	"http://purl.obolibrary.org/obo/UBERON_0006843"	"root of cranial nerve"	"The initial segment of a cranial nerve, leaving the central nervous system."	"0006843"
"urn:miriam:uberon:0006844"	"http://purl.obolibrary.org/obo/UBERON_0006844"	"cusp of tooth"	"A raised area of the biting surface of a tooth."	"0006844"
"urn:miriam:uberon:0006845"	"http://purl.obolibrary.org/obo/UBERON_0006845"	"abductor muscle"	"A muscle that moves a body part away from the sagittal plane/midline of the body[ZFA]. For example, the abductor muscles of the legs spread the legs away from the midline and away from one another. An abductor muscle opposes an adductor muscle[BTO]."	"0006845"
"urn:miriam:uberon:0006846"	"http://purl.obolibrary.org/obo/UBERON_0006846"	"surface groove"	"A furrow or an incomplete tube."	"0006846"
"urn:miriam:uberon:0006847"	"http://purl.obolibrary.org/obo/UBERON_0006847"	"cerebellar commissure"	"A nervous system commissure that connects a left hemisphere of cerebellum and connects a right hemisphere of cerebellum."	"0006847"
"urn:miriam:uberon:0006848"	"http://purl.obolibrary.org/obo/UBERON_0006848"	"posterior pretectal nucleus"		"0006848"
"urn:miriam:uberon:0006849"	"http://purl.obolibrary.org/obo/UBERON_0006849"	"scapula"	"Endochondral bone that is dorsoventrally compressed and provides attachment site for muscles of the pectoral appendage."	"0006849"
"urn:miriam:uberon:0006850"	"http://purl.obolibrary.org/obo/UBERON_0006850"	"obsolete tetrapod pectoral girdle"		"0006850"
"urn:miriam:uberon:0006851"	"http://purl.obolibrary.org/obo/UBERON_0006851"	"renal cortex peritubular capillary"	"A peritubular capillary that is part of a cortex of kidney."	"0006851"
"urn:miriam:uberon:0006852"	"http://purl.obolibrary.org/obo/UBERON_0006852"	"glomerular visceral epithelium"		"0006852"
"urn:miriam:uberon:0006853"	"http://purl.obolibrary.org/obo/UBERON_0006853"	"renal cortex tubule"	"A region of nephron tubule that is part of a cortex of kidney."	"0006853"
"urn:miriam:uberon:0006854"	"http://purl.obolibrary.org/obo/UBERON_0006854"	"distal straight tubule postmacula segment"	"."	"0006854"
"urn:miriam:uberon:0006855"	"http://purl.obolibrary.org/obo/UBERON_0006855"	"muscular coat of ureter"	"A muscular coat that is part of a ureter."	"0006855"
"urn:miriam:uberon:0006856"	"http://purl.obolibrary.org/obo/UBERON_0006856"	"interrenal gland"	"Structures in fishes homologous to the cortical tissue of the mammalian adrenal gland; they are in close proximity to or imbedded in the head kidney."	"0006856"
"urn:miriam:uberon:0006857"	"http://purl.obolibrary.org/obo/UBERON_0006857"	"interrenal primordium"		"0006857"
"urn:miriam:uberon:0006858"	"http://purl.obolibrary.org/obo/UBERON_0006858"	"adrenal/interrenal gland"	"This gland can either be a discrete structure located bilaterally above each kidney, or a cluster of cells in the head kidney that perform the functions of the adrenal gland. In either case, this organ consists of two cells types, aminergic chromaffin cells and steroidogenic cortical cells[GO]"	"0006858"
"urn:miriam:uberon:0006859"	"http://purl.obolibrary.org/obo/UBERON_0006859"	"swim bladder bud"	"Embryonic structure that forms from the anterior gut epithelium at the level of the second somite that then matures to form the swim bladder."	"0006859"
"urn:miriam:uberon:0006860"	"http://purl.obolibrary.org/obo/UBERON_0006860"	"swim bladder"	"A thin membranous, sometimes alveolated sac in the dorsal portion of the abdominal cavity. Contains a varying mixture of gases, not identical to the composition of air. May be one, two or three chambered. May be connected to the gut by a tube, the ductus pneumaticus (then called physostomous) or unconnected (then called physoclistous)."	"0006860"
"urn:miriam:uberon:0006861"	"http://purl.obolibrary.org/obo/UBERON_0006861"	"diaphysis proper"	"Subdivision of long bone which forms the part of the bone between two metaphyses. Note that the diaphysis includes the metaphyses, but the diaphysis proper excludes these."	"0006861"
"urn:miriam:uberon:0006862"	"http://purl.obolibrary.org/obo/UBERON_0006862"	"diaphysis of femur"	"A diaphysis that is part of a femur[Automatically generated definition]."	"0006862"
"urn:miriam:uberon:0006863"	"http://purl.obolibrary.org/obo/UBERON_0006863"	"proximal metaphysis of femur"	"A proximal metaphysis that is part of a femur."	"0006863"
"urn:miriam:uberon:0006864"	"http://purl.obolibrary.org/obo/UBERON_0006864"	"distal metaphysis of femur"	"A distal metaphysis that is part of a femur."	"0006864"
"urn:miriam:uberon:0006865"	"http://purl.obolibrary.org/obo/UBERON_0006865"	"metaphysis of femur"	"A metaphysis that is part of a femur."	"0006865"
"urn:miriam:uberon:0006866"	"http://purl.obolibrary.org/obo/UBERON_0006866"	"terminal part of digestive tract"	"The distalmost portion of the digestive tract, derived from the hindgut, and terminating with the anus."	"0006866"
"urn:miriam:uberon:0006867"	"http://purl.obolibrary.org/obo/UBERON_0006867"	"anal part of perineum"	"The anal triangle is the posterior part of the perineum. It contains the anal canal. [WP,unvetted]."	"0006867"
"urn:miriam:uberon:0006868"	"http://purl.obolibrary.org/obo/UBERON_0006868"	"seminal fluid secreting gland"	"A gland that secretes a seminal fluid."	"0006868"
"urn:miriam:uberon:0006869"	"http://purl.obolibrary.org/obo/UBERON_0006869"	"electric organ"	"A specialized tract of tissue (as in the electric eel) in which electricity is generated."	"0006869"
"urn:miriam:uberon:0006870"	"http://purl.obolibrary.org/obo/UBERON_0006870"	"endostyle"	"An endostyle is a longitudinal ciliated groove on the ventral wall of the pharynx which produces mucus to gather food particles. It is found in urochordates and cephalochordates, and in the larvae of lampreys. It aids in transporting food to the esophagus. It is also called the hypopharyngeal groove. The endostyle in larval lampreys (ammocetes) metamorphoses into the thyroid gland in adults, and is regarded as being homologous to the thyroid gland in vertebrates. However, Dumont, et al. question whether the endostyle in ammocetes is homologous with that of the urochordates and cephalochordates. Since the endostyle is found in the three branches of chordates, it is presumed to have arisen in the common ancestor of these taxa, along with a shift to internal feeding for extracting suspended food from the water."	"0006870"
"urn:miriam:uberon:0006871"	"http://purl.obolibrary.org/obo/UBERON_0006871"	"embryonic footplate"	"the distal elements of the developing limb of vertebrates that will give rise to the pes (foot)"	"0006871"
"urn:miriam:uberon:0006872"	"http://purl.obolibrary.org/obo/UBERON_0006872"	"handplate apical ectodermal ridge"	"An apical ectodermal ridge that is part of a handplate."	"0006872"
"urn:miriam:uberon:0006875"	"http://purl.obolibrary.org/obo/UBERON_0006875"	"embryonic handplate"	"the distal elements of the developing limb of vertebrates that will give rise to the manus (hand)"	"0006875"
"urn:miriam:uberon:0006876"	"http://purl.obolibrary.org/obo/UBERON_0006876"	"vasculature of organ"	"A vasculature that is part of a organ."	"0006876"
"urn:miriam:uberon:0006877"	"http://purl.obolibrary.org/obo/UBERON_0006877"	"vasculature of liver"	"A vasculature that is part of a liver."	"0006877"
"urn:miriam:uberon:0006878"	"http://purl.obolibrary.org/obo/UBERON_0006878"	"decidua parietalis"	"The part of the decidua in the pregnant human female lining the uterus."	"0006878"
"urn:miriam:uberon:0006904"	"http://purl.obolibrary.org/obo/UBERON_0006904"	"head mesenchyme from mesoderm"	"A head mesenchyme that develops_from a mesoderm."	"0006904"
"urn:miriam:uberon:0006905"	"http://purl.obolibrary.org/obo/UBERON_0006905"	"mandibular process mesenchyme"	"Mesenchyme that is part of a mandibular prominence."	"0006905"
"urn:miriam:uberon:0006906"	"http://purl.obolibrary.org/obo/UBERON_0006906"	"ala of nose"	"The lateral surface parts of the external nose, inferiorly, surrounding the naris[EoM]."	"0006906"
"urn:miriam:uberon:0006907"	"http://purl.obolibrary.org/obo/UBERON_0006907"	"slow muscle tissue"	"The darker-colored muscle tissue of some mammals, composed of slow twitch muscle fibers."	"0006907"
"urn:miriam:uberon:0006908"	"http://purl.obolibrary.org/obo/UBERON_0006908"	"fast muscle tissue"	"The paler-colored muscle tissue of some mammals, composed of fast twitch muscle fibers."	"0006908"
"urn:miriam:uberon:0006909"	"http://purl.obolibrary.org/obo/UBERON_0006909"	"lumen of digestive tract"	"An anatomical space that surrounded_by a digestive tract."	"0006909"
"urn:miriam:uberon:0006911"	"http://purl.obolibrary.org/obo/UBERON_0006911"	"digestive system secreted substance"		"0006911"
"urn:miriam:uberon:0006912"	"http://purl.obolibrary.org/obo/UBERON_0006912"	"urinary bladder muscularis mucosa"	"A thin layer of smooth muscle within the bladder lamina propria."	"0006912"
"urn:miriam:uberon:0006913"	"http://purl.obolibrary.org/obo/UBERON_0006913"	"lip epithelium"	"An epithelium that is part of a lip."	"0006913"
"urn:miriam:uberon:0006914"	"http://purl.obolibrary.org/obo/UBERON_0006914"	"squamous epithelium"	"An epithelium characterised by its most superficial layer consisting of squamous epithelial cells."	"0006914"
"urn:miriam:uberon:0006915"	"http://purl.obolibrary.org/obo/UBERON_0006915"	"stratified squamous epithelium"	"Multilaminar epithelium which consists of more than one layer of squamous cells only one layer of which is in contact with a basement membrane. Examples: keratinized stratified squamous epithelium, epithelium of wall of esophagus.[FMA]"	"0006915"
"urn:miriam:uberon:0006916"	"http://purl.obolibrary.org/obo/UBERON_0006916"	"non-keratinized epithelium of tongue"	"A non-keratinized stratified squamous epithelium that is part of a tongue."	"0006916"
"urn:miriam:uberon:0006918"	"http://purl.obolibrary.org/obo/UBERON_0006918"	"parakeratinized epithelium of tongue"	"A parakeratinized epithelium that is part of a tongue."	"0006918"
"urn:miriam:uberon:0006919"	"http://purl.obolibrary.org/obo/UBERON_0006919"	"tongue squamous epithelium"	"A squamous epithelium that is part of a tongue."	"0006919"
"urn:miriam:uberon:0006920"	"http://purl.obolibrary.org/obo/UBERON_0006920"	"esophagus squamous epithelium"	"A squamous epithelium that is part of a esophagus."	"0006920"
"urn:miriam:uberon:0006921"	"http://purl.obolibrary.org/obo/UBERON_0006921"	"stomach squamous epithelium"	"A squamous epithelium that is part of a stomach."	"0006921"
